"","id","createTime","CategoryType","isAd","shareEnabled","duetEnabled","stitchEnabled","itemCommentStatus","desc","textLanguage","creatorAIComment.eligibleVideo","creatorAIComment.hasAITopic","creatorAIComment.notEligibleReason","author.id","author.uniqueId","author.nickname","author.verified","author.privateAccount","music.id","music.title","music.authorName","music.original","music.duration","music.isCopyrighted","video.codecType","video.format","video.videoQuality","video.duration","video.width","video.height","video.size","video.bitrate","video.VQScore","video.volumeInfo.Loudness","video.volumeInfo.Peak","video.claInfo.enableAutoCaption","video.claInfo.hasOriginalAudio","video.claInfo.originalLanguageInfo.languageCode","stats.playCount","stats.diggCount","stats.commentCount","stats.shareCount","stats.collectCount"
1804,7554532721586982200,1758926724,120,False,True,True,True,0,"#Bolivia #SantaCruz#Tarija#Oruro ","un",False,False,204,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,6817169438580672514,"Horror, suspense, weirdness, ghost, UFO","Zassh",False,135,False,"h264","mp4","normal",103,576,1024,6870881,529736,39.47,-14.5,1.0,True,True,"es",84800,4681,187,272,236
1805,7554626867085528331,1758948643,120,False,True,True,True,0,"#tiktoklive #livehighlights #Bolivia #SantaCruz #Tarija ","un",False,False,204,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,6986767227055933441,"Justicia Para Vivir (feat. Gonzalo Hermosa G.)","CHILA JATUN",False,60,False,"h264","mp4","normal",150,576,1024,30581533,1631004,63.44,-11.2,1.0,True,True,"es",13700,700,19,13,24
1806,7554629323492429068,1758949215,120,False,True,True,True,0,"#tiktoklive #livehighlights #Bolivia #SantaCruz ","un",False,False,204,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,6997309521388144642,"Justicia para Vivir","CHILA JATUN",False,60,False,"h264","mp4","normal",146,576,1024,29027206,1590444,64.12,-10.8,1.0,True,True,"es",17300,608,28,22,28
1807,7554631723137502476,1758949775,120,False,True,True,True,0,"#tiktoklive #livehighlights #Bolivia #SantaCruz ","un",False,False,204,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,7408524327543441424,"Ama Sua, Ama Sua, Ama Qhella","Kala Marka",False,60,False,"h264","mp4","normal",148,576,1024,26373051,1425531,64.53,-11.0,1.0,True,True,"es",21700,900,30,29,52
1808,7554635056820604172,1758950552,120,False,True,True,True,0,"#tiktoklive #livehighlights #Bolivia #SantaCruz ","un",False,False,204,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,7235020790815410949,"som original","música y folklore de 🇧🇴",True,51,True,"h264","mp4","normal",33,576,1024,4993928,1209952,63.01,-10.8,1.0,True,True,"es",24500,918,26,14,35
1809,7554773530731154744,1758982789,120,False,True,True,True,0,"#Bolivia #SantaCruz#Tarija#Oruro ","un",False,False,204,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,7554773609704868619,"sonido original","NUEVAS IDEAS CON LIBERTAD",True,178,False,"h264","mp4","normal",178,576,1024,18224259,817978,50.19,-21.8,0.54954,True,True,"es",14100,548,34,36,31
1810,7554798042071993656,1758988496,120,False,True,True,True,0,"","un",False,False,204,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,7554798083072412427,"sonido original","NUEVAS IDEAS CON LIBERTAD",True,204,False,"h264","mp4","normal",204,576,1024,15718491,615003,60.8,-18.8,1.0,True,True,"es",146500,5800,359,136,290
1811,7554801030706253112,1758989191,120,False,True,True,True,0,"#Bolivia #SantaCruz#Tarija#Oruro ","un",False,False,204,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,7554801093591518008,"sonido original","NUEVAS IDEAS CON LIBERTAD",True,217,False,"h264","mp4","normal",217,576,1024,16486158,606758,61.59,-19.3,0.93325,True,True,"es",123000,7716,166,385,487
1812,7554805096714915084,1758990137,120,False,True,True,True,0,"Respuesta a @yulizasalazar6 #Bolivia #","un",False,False,204,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,7554810303063460664,"sonido original","NUEVAS IDEAS CON LIBERTAD",True,248,False,"h264","mp4","normal",248,576,1024,17903643,575756,66.54,-19.2,0.95499,True,True,"es",203500,7387,1918,286,417
1813,7554887311587036427,1759009283,120,False,True,True,True,0,"#Bolivia #SantaCruz#Tarija#Oruro ","un",False,False,204,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,7516564057253627921,"Breaking News!","TheTrend",False,196,False,"h264","mp4","normal",199,576,1024,15363172,614782,50.3,-13.6,1.0,True,True,"es",695300,36300,2252,5202,3219
1814,7554956340406340875,1759025356,120,False,True,True,True,0,"","un",False,False,204,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,7554956385948748555,"sonido original","NUEVAS IDEAS CON LIBERTAD",True,81,False,"h264","mp4","normal",81,576,1024,14192925,1391463,45.77,-15.4,0.76736,True,True,"es",38000,2217,12,47,79
1815,7554970020942548235,1759028539,120,False,True,False,False,0,"#Bolivia #SantaCruz#Tarija#Oruro ","un",False,False,203,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,7322317395714968325,"sonido original","ChilaJatunOficial",True,28,False,"","","",0,0,0,0,0,"","","",False,False,"",39400,660,8,34,45
1816,7554972542100868408,1759029126,111,False,True,True,True,0,"#Bolivia ","un",False,False,204,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,7154018385313925122,"Orgullo K'ochala","Tupay",False,60,False,"h264","mp4","normal",41,576,1024,8308968,1589282,48.91,-15.7,1.0,True,True,"es",72000,2511,18,33,96
